security_no,symbol,isin,isin_derived,isin_matches_derived,name_en,name_he,symbol_he,sub_type,issuer_id,yahoo_ticker
1238617,MLRN.B7,IL0012386178,IL0012386178,True,MLRN B7,מלרן אגח ז,מלרן.ק7,Corporate Bonds,1787,MLRN-B7.TA
1238633,DLKG.B42,IL0012386335,IL0012386335,True,DLK GRP B42,דלק קב אגח מב,דלקב.ק42,Corporate Bonds,1095,DLKG-B42.TA
1239185,ODYS,US81063V2043,IL0012391855,False,ODYSIGHT,אודיסייט,אודס,Shares,2543,ODYS.TA
1239326,POL.P3,IL0012393265,IL0012393265,True,POALIM P3,פועלים מסחרי 3,פעל.נ3,Corporate Bonds,662,POL-P3.TA
1239334,CLIS.B4,IL0012393349,IL0012393349,True,CLAL INSU B4,כלל ביטוח אגח ד,כללבט.ק4,Corporate Bonds,224,CLIS-B4.TA
1239383,DSMN.P9,IL0012393836,IL0012393836,True,DISCOUNT MN P9,דיסק מנ מסחרי 9,דסקמ.נ9,Corporate Bonds,748,DSMN-P9.TA
1239409,PIIN.B3,IL0012394099,IL0012394099,True,PI INT B3,פאי ריבית אגח ג,פירי.ק3,Corporate Bonds,2500,PIIN-B3.TA
1239458,IBID.B7,IL0012394586,IL0012394586,True,IBI DEPO B7,איביאי פק אגח ז,אבאפ.ק7,Corporate Bonds,2467,IBID-B7.TA
1239474,NAWI.P12,IL0012394743,IL0012394743,True,NAWI P12,נאוי מסחרי 12,נאוי.נ12,Corporate Bonds,208,NAWI-P12.TA
1239524,LUM.P12,IL0012395245,IL0012395245,True,LEUMI P12,לאומי מסחרי 12,לאמ.נ12,Corporate Bonds,604,LUM-P12.TA
1239540,MGDF.B19,IL0012395401,IL0012395401,True,MIGDAL FUND B19,מגדל הון אגח יט,מגדה.ק19,Corporate Bonds,1597,MGDF-B19.TA
1239623,MWIN.B5,IL0012396235,IL0012396235,True,M.W. INV B5,מ.ו השקע אגח ה,מוהש.ק5,Corporate Bonds,2398,MWIN-B5.TA
1239656,ELEC.B38,IL0012396565,IL0012396565,True,ELECTRIC B38,חשמל אגח 38,חשמל.ק38,Corporate Bonds,600,ELEC-B38.TA
1239664,ELEC.B39,IL0012396649,IL0012396649,True,ELECTRIC B39,חשמל אגח 39,חשמל.ק39,Corporate Bonds,600,ELEC-B39.TA
1239680,DIFI.P6,IL0012396805,IL0012396805,True,DIRECT FINAN P6,מימון יש מסחרי6,מישק.נ6,Corporate Bonds,1675,DIFI-P6.TA
1239698,KSM.F246,IL0012396987,IL0012396987,True,KSM ETF (4A) MarketVector Israel Defense Industries Index IL,קסם ETF י(4A)י MarketVector תעשיות בטחוניות ישראליות,קסם.ס246,ETF Fund - Equity,1733,KSM-F246.TA
1239722,MOIN.B1,IL0012397225,IL0012397225,True,MOINIAN B1,מויניאן אגח א,מוינ.ק1,Corporate Bonds,2540,MOIN-B1.TA
1239862,HRL.F240,IL0012398629,IL0012398629,True,Harel Sal (4A) MSCI Emerging Markets Dollar-Hedged,הראל סל (4A)י MSCI Emerging Markets מנוטרלת דולר,הרל.ס240,ETF Fund - Equity,1747,HRL-F240.TA
1239920,DNDP.B6,IL0012399205,IL0012399205,True,DANIEL DEPO B6,דניאל פק אגח ו,דנפק.ק6,Corporate Bonds,2496,DNDP-B6.TA
1239946,SPRD.B7,IL0012399460,IL0012399460,True,SAPIR DEPO B7,ספיר פקדון אגחז,ספרפ.ק7,Corporate Bonds,2433,SPRD-B7.TA
1240589,ENCR.B6,IL0012405895,IL0012405895,True,ENCORE PROP B6,אנקור פרופ אגחו,אקרפ.ק6,Corporate Bonds,1683,ENCR-B6.TA
1240605,AVDP.B7,IL0012406059,IL0012406059,True,AVIAD DEPO B7,אביעד פקדוןאגחז,אבפק.ק7,Corporate Bonds,2446,AVDP-B7.TA
1240613,MRPK.B6,IL0012406133,IL0012406133,True,MERAV DEPO B6,מרב פקדון אגח ו,מרפק.ק6,Corporate Bonds,2465,MRPK-B6.TA
1240704,PIIN.B4,IL0012407040,IL0012407040,True,PI INT B4,פאי ריבית אגח ד,פירי.ק4,Corporate Bonds,2500,PIIN-B4.TA
1240761,HRIN.B6,IL0012407610,IL0012407610,True,HAREL INT B6,הראל ריב אגח ו,הריב.ק6,Corporate Bonds,2457,HRIN-B6.TA
1240811,FOX.B2,IL0012408113,IL0012408113,True,FOX B2,פוקס אגח ב,פוקס.ק2,Corporate Bonds,1140,FOX-B2.TA
1240845,AMRM.B4,IL0012408451,IL0012408451,True,AMRAM AVRAHM B4,עמרם אברהם אגחד,עמרם.ק4,Corporate Bonds,2385,AMRM-B4.TA
1240860,MGRT.B12,IL0012408600,IL0012408600,True,MEGURIT B12,מגוריט אגח יב,מגרט.ק12,Corporate Bonds,1668,MGRT-B12.TA
1241058,ISCN.B9,IL0012410580,IL0012410580,True,ISRAEL CANAD B9,ישראל קנדה אגחט,ישקנ.ק9,Corporate Bonds,434,ISCN-B9.TA
1241066,BRND.B3,IL0012410663,IL0012410663,True,BRAND B3,ברנד אגח ג,ברנד.ק3,Corporate Bonds,536,BRND-B3.TA
1241132,GVIM.P4,IL0012411323,IL0012411323,True,GAV YAM P4,גב ים מסחרי 4,גבים.נ4,Corporate Bonds,759,GVIM-P4.TA
1241173,PIDE.B5,IL0012411737,IL0012411737,True,PAI DEPOS B5,פאי פיקדון אגחה,פאיפ.ק5,Corporate Bonds,2420,PIDE-B5.TA
1241231,HGGE.B6,IL0012412313,IL0012412313,True,HAGAG EURO B6,חגג אירופה אגחו,חגגא.ק6,Corporate Bonds,1722,HGGE-B6.TA
1241355,STRW.B3,IL0012413550,IL0012413550,True,STBRY INC B3,סטרברי אנ אגח ג,סטרו.ק3,Corporate Bonds,2438,STRW-B3.TA
1241363,STRW.W1,IL0012413634,IL0012413634,True,STBRY INC W1,סטרוברי אנ אפ 1,סטרו.א1,Warrants,2438,STRW-W1.TA
1241660,INIS.P4,IL0012416603,IL0012416603,True,INTERN ISSU P4,בינל הנפ מסחרי4,בנהנ.נ4,Corporate Bonds,1153,INIS-P4.TA
1241678,LUM.I-36,IL0012416785,IL0012416785,True,LEUMI I-$2036,לאומי 2036 $203,לאמ.36רמ,Corporate Bonds TASE UP,604,LUM-I-36.TA
1241801,MLSR.P6,IL0012418013,IL0012418013,True,MELISRON P6,מליסרון מסחרי 6,מלסר.נ6,Corporate Bonds,323,MLSR-P6.TA
1241900,ISRS.B20,IL0012419003,IL0012419003,True,ISRAS B20,ישרס אגח כ,ישרס.ק20,Corporate Bonds,613,ISRS-B20.TA
1241926,AFPR.P6,IL0012419268,IL0012419268,True,AFI PROP P6,אפי נכס מסחרי 6,אפנכ.נ6,Corporate Bonds,1172,AFPR-P6.TA
1241942,MIDP.B1,IL0012419425,IL0012419425,True,MICHAL DEPO B1,מיכל פק אגח א,מיפק.ק1,Corporate Bonds,2551,MIDP-B1.TA
1241967,AFPR.B18,IL0012419672,IL0012419672,True,AFI PROP B18,אפי נכסים אגחיח,אפנכ.ק18,Corporate Bonds,1172,AFPR-B18.TA
1241991,GOI0530,IL0012419912,IL0012419912,True,ILGOV 0530,ממשל שקלית 0530,ממשק0530,Government Bonds,926,GOI0530.TA
1242437,MRR.B3,IL0012424375,IL0012424375,True,MRR B3,אמ אר אר אגח ג,אמרר.ק3,Corporate Bonds,1756,MRR-B3.TA
1242452,IBID.B8,IL0012424524,IL0012424524,True,IBI DEPO B8,איביאי פק אגח ח,אבאפ.ק8,Corporate Bonds,2467,IBID-B8.TA
1242502,STR.W3,IL0012425026,IL0012425026,True,STARK POW W3,סטארק פאו אפ3,סטר.א3,Warrants,1823,STR-W3.TA
1242510,STR.W4,IL0012425109,IL0012425109,True,STARK POW W4,סטארק פאו אפ4,סטר.א4,Warrants,1823,STR-W4.TA
1242528,TDHR,IL0012425281,IL0012425281,True,TIDHAR,קבוצת תדהר,תדהר,Shares,2557,TDHR.TA
1242585,BZN.B17,IL0012425851,IL0012425851,True,BAZAN B17,בזן אגח יז,בזן.ק17,Corporate Bonds,259,BZN-B17.TA
1242593,HRIS.B24,IL0012425935,IL0012425935,True,HAREL ISSUE B24,הראל הנפק נד כד,הרהנ.ק24,Corporate Bonds,1367,HRIS-B24.TA
1242601,DIFI.B8,IL0012426016,IL0012426016,True,DIRECT FINAN B8,מימון ישיר אגחח,מישק.ק8,Corporate Bonds,1675,DIFI-B8.TA
1242650,BSTG,IL0012426503,IL0012426503,True,BST GROUP,בסט קבוצה,בסטק,Shares,2559,BSTG.TA
1242700,AYAL.B6,IL0012427006,IL0012427006,True,AYALON HOLD B6,איילון התח נד ו,אלן.ק6,Corporate Bonds,209,AYAL-B6.TA
1242726,RSTC,IL0012427261,IL0012427261,True,RUSTIC BAKERY,רוסטיק בייקרי,רסטק,Shares,2563,RSTC.TA
1242791,TIGI.W2,IL0012427915,IL0012427915,True,TIGI W2,תיגי אופ 2,תיגי.א2,Warrants,1876,TIGI-W2.TA
1242825,GMA.B5,IL0012428251,IL0012428251,True,GAMA B5,גמא אגח ה,גמא.ק5,Corporate Bonds,1510,GMA-B5.TA
1242882,BGRA,IL0012428822,IL0012428822,True,BAGIRA,בגירה,בגרה,Shares,2547,BGRA.TA
1242932,YLST.B1,IL0012429325,IL0012429325,True,YELLOWSTONE B1,יילוסטון אגח א,ילסט.ק1,Corporate Bonds,2571,YLST-B1.TA
1242940,KSM.F247,IL0012429408,IL0012429408,True,(KSM ETF (4D) Composite TA-125 (50% S&P 500 (50%) Monthly,"קסם ETF י(4D)י משולבת ת""א 125 (50%) S&P 500 י(50%) חודשי",קסם.ס247,ETF Fund - Equity,1733,KSM-F247.TA
1242981,AZMZ.B1,IL0012429812,IL0012429812,True,AZORIM MIR B1,אזורים מיר אגחא,אזמז.ק1,Corporate Bonds,2549,AZMZ-B1.TA
1243013,TANM,IL0012430133,IL0012430133,True,T&M GROUP,טי אנד אם,טיאם,Shares,2558,TANM.TA
1243088,MZIS.B72,IL0012430885,IL0012430885,True,MIZ TF ISSU B72,מז טפ הנ אגח 72,מזהנ.ק72,Corporate Bonds,231,MZIS-B72.TA
1243096,MZIS.B73,IL0012430968,IL0012430968,True,MIZ TF ISSU B73,מז טפ הנפ נד 73,מזהנ.ק73,Corporate Bonds,231,MZIS-B73.TA
1243104,MZIS.P6,IL0012431040,IL0012431040,True,MIZ TF ISSU P6,מז טפ הנפמסחרי6,מזהנ.נ6,Corporate Bonds,231,MZIS-P6.TA
1243112,GLAM,IL0012431123,IL0012431123,True,GALAM,גלעם,גלעם,Shares,2568,GLAM.TA
1243153,ORNP.W1,IL0012431537,IL0012431537,True,ORION W1,אוריון אפ 1,ארנמ.א1,Warrants,2518,ORNP-W1.TA
1243161,ORNP.W2,IL0012431610,IL0012431610,True,ORION W2,אוריון אפ 2,ארנמ.א2,Warrants,2518,ORNP-W2.TA
1243179,ICL.B8-I,IL0012431792,IL0012431792,True,ICL B8-I,אייסיאל אגחח-רמ,איס.ק8רמ,Corporate Bonds TASE UP,281,ICL-B8-I.TA
1243211,GNRS.W2,IL0012432113,IL0012432113,True,GNRATION CAP W2,ג'נריישן קפ אפ2,גנרש.א2,Warrants,1769,GNRS-W2.TA
1243229,GNRS.W3,IL0012432295,IL0012432295,True,GNRATION CAP W3,ג'נריישן קפ אפ3,גנרש.א3,Warrants,1769,GNRS-W3.TA
1243245,ALRE,IL0012432451,IL0012432451,True,ALMADEV REAL,עלמדב ריל,עלמר,Shares,2548,ALRE.TA
1243252,ALRE.W1,IL0012432527,IL0012432527,True,ALMADEV REAL W1,עלמדב ריל אפ 1,עלמר.א1,Warrants,2548,ALRE-W1.TA
1243302,PIIN.B5,IL0012433020,IL0012433020,True,PI INT B5,פאי ריבית אגח ה,פירי.ק5,Corporate Bonds,2500,PIIN-B5.TA
1243328,AZRL.B11,IL0012433285,IL0012433285,True,AZRIELI B11,עזריאלי אגח יא,עזרל.ק11,Corporate Bonds,1420,AZRL-B11.TA
1243336,CLL.B17I,IL0012433368,IL0012433368,True,CLAL IND B17-I,כלל תעשאג יז-רמ,כת.ק17רמ,Corporate Bonds TASE UP,608,CLL-B17I.TA
1243351,MIDP.B2,IL0012433517,IL0012433517,True,MICHAL DEPO B2,מיכל פק אגח ב,מיפק.ק2,Corporate Bonds,2551,MIDP-B2.TA
1243377,LUM.I-29,IL0012433772,IL0012433772,True,LEUMI I-$2029,לאומי$ 2029בכ ר,לאמ.29רמ,Corporate Bonds TASE UP,604,LUM-I-29.TA
1243385,LUM.33-I,IL0012433855,IL0012433855,True,LEUMI I-$2033,לאומי$ 2033בכ ר,לאמ.33-מ,Corporate Bonds TASE UP,604,LUM-33-I.TA
1243401,MVNE.B27,IL0012434010,IL0012434010,True,MIVNE.B27,מבנה אגח כז,מבנה.ק27,Corporate Bonds,226,MVNE-B27.TA
1243450,KSM.F248,IL0012434507,IL0012434507,True,KSM ETF (4D) Poland 50 iNDEX,קסם ETF י(4D)י Poland 50 iNDEX,קסם.ס248,ETF Fund - Equity,1733,KSM-F248.TA
1243468,RMA.B1,IL0012434689,IL0012434689,True,RAM MOGR ARD B1,רם מוג אר אגח א,רמא.ק1,Corporate Bonds,2567,RMA-B1.TA
1243591,FTAL.B6,IL0012435918,IL0012435918,True,FATTAL HOLD B6,פתאל החז אגח ו,פתאל.ק6,Corporate Bonds,1621,FTAL-B6.TA
1243617,TSG.B1,IL0012436171,IL0012436171,True,TSG B1,טיאסג'י אגח א,טסגי.ק1,Corporate Bonds,2444,TSG-B1.TA
1243625,TSG.W1,IL0012436254,IL0012436254,True,TSG W1,טיאסג'י אפ 1,טסגי.א1,Warrants,2444,TSG-W1.TA
1243732,AVGR.B1,IL0012437328,IL0012437328,True,AVIV GROUP B1,אביב קב אגח א,אבקב.ק1,Corporate Bonds,1969,AVGR-B1.TA
1243757,DLAS,IL0012437575,IL0012437575,True,DELEK PROPERTY,דלק ייזום,דליז,Shares,2576,DLAS.TA
1243781,MRM4.B1I,IL0012437815,IL0012437815,True,MIMUN MR4 B1-I,ממון מש4 אג א-מ,מיה4.ק1מ,Corporate Bonds TASE UP,2579,MRM4-B1I.TA
1243799,MRM4.B2I,IL0012437997,IL0012437997,True,MIMUN MR4 B2-I,ממון מש4 אג ב-מ,מיה4.ק2מ,Corporate Bonds TASE UP,2579,MRM4-B2I.TA
1243823,PPIL.W1,IL0012438235,IL0012438235,True,PALSTOFIL W1,פלסטופיל אפ 1,פפיל.א1,Warrants,1240,PPIL-W1.TA
1243831,DNYA.P1,IL0012438318,IL0012438318,True,DANYA CEBUS P1,דניה סיבוס נעמ1,דניה.נ1,Corporate Bonds,1096,DNYA-P1.TA
1243864,FEAT.W1,IL0012438649,IL0012438649,True,FEAT INV W1,פיט השקעות אפ 1,פיט.א1,Warrants,1850,FEAT-W1.TA
1243898,INIS.P5,IL0012438987,IL0012438987,True,INTERN ISSU P5,בינל הנפ מסחרי5,בנהנ.נ5,Corporate Bonds,1153,INIS-P5.TA
1243948,SMIT.P4,IL0012439480,IL0012439480,True,SUMMIT P4,סאמיט מסחרי 4,סמיט.נ4,Corporate Bonds,1060,SMIT-P4.TA
1243997,MTF.F140,IL0012439977,IL0012439977,True,MTF SAL (0A) Index US Gov 10Y Fixed Duration Currency-Hedged,"MTF סל (0A) אינדקס אג""ח ממשלת ארה""ב - מח""מ 10 קבוע מנוטרלת מט""ח",מטפ.ס140,ETF - Bonds,1735,MTF-F140.TA
1244474,BRAN.B4,IL0012444746,IL0012444746,True,BARAN B4,ברן אגח ד,ברן.ק4,Corporate Bonds,286,BRAN-B4.TA
1244490,AVGM.B1,IL0012444902,IL0012444902,True,AVIGAM B1,אביגם אגח א,אבגם.ק1,Corporate Bonds,2555,AVGM-B1.TA
1244524,POL.B105,IL0012445248,IL0012445248,True,POALIM B105,פועלים אגח 105,פעל.ק105,Corporate Bonds,662,POL-B105.TA
1244532,POL.B106,IL0012445321,IL0012445321,True,POALIM B106,פועלים אגח 106,פעל.ק106,Corporate Bonds,662,POL-B106.TA
1244557,HRL.F241,IL0012445578,IL0012445578,True,Harel Sal (4A) TA - Israel Energy IL,"הראל סל (4A) ת""א - אנרגיה ישראל",הרל.ס241,ETF Fund - Equity,1747,HRL-F241.TA
1244581,CNDO,IL0012445818,IL0012445818,True,CANDO DRONES,קאנדו דרונס,קנדו,Shares,2578,CNDO.TA
1244599,CNDO.W1,IL0012445990,IL0012445990,True,CANDO DRONES W1,קאנדו דרונס אפ1,קנדו.א1,Warrants,2578,CNDO-W1.TA
1244631,SOLA,IL0012446311,IL0012446311,True,SOLA ENERGIES,סולה אנרגיות,סולה,Shares,2550,SOLA.TA
1244649,SOLA.W1,IL0012446493,IL0012446493,True,SOLA ENERG W1,סולה אנרג אפ 1,סולה.א1,Warrants,2550,SOLA-W1.TA
1244680,AMIM.B1,IL0012446808,IL0012446808,True,AMIM B1,עמים יזמות אגחא,עמים.ק1,Corporate Bonds,2574,AMIM-B1.TA
1244730,RPCE,IL0012447301,IL0012447301,True,RAPAC ENERGY,רפק אנרג'י,רפקא,Shares,2556,RPCE.TA
1244789,APLP.W10,IL0012447897,IL0012447897,True,APOLLO POWR W10,אפולו פאור אפ10,אפלפ.א10,Warrants,1074,APLP-W10.TA
1244821,DNDP.B5,IL0012448218,IL0012448218,True,DANIEL DEPO B5,דניאל פק אגח ה,דנפק.ק5,Corporate Bonds,2496,DNDP-B5.TA
1244847,ISHI.B1,IL0012448473,IL0012448473,True,ISRAEL SHIP B1,מספנות ישר אגחא,מספנ.ק1,Corporate Bonds,1810,ISHI-B1.TA
1244862,ECNR.B4,IL0012448622,IL0012448622,True,ECONERGY B4,אקונרג'י אגח ד,אקנר.ק4,Corporate Bonds,1891,ECNR-B4.TA
1244888,RAFA,IL0012448887,IL0012448887,True,RAFA LABORATOR,מעבדות רפא,רפא,Shares,2561,RAFA.TA
1244896,RAFA.O1,IL0012448960,IL0012448960,True,RAFA LABORAT O1,מעבדות רפא אר 1,רפא.אר1,Purchase Warrant,2561,RAFA-O1.TA
1244938,MIDP.B3,IL0012449380,IL0012449380,True,MICHAL DEPO B3,מיכל פק אגח ג,מיפק.ק3,Corporate Bonds,2551,MIDP-B3.TA
1244946,RYT.W1,IL0012449463,IL0012449463,True,RAY TLV W1,ריי טי אל אפ1,רטל.א1,Warrants,673,RYT-W1.TA
1244979,GIVO.W34,IL0012449794,IL0012449794,True,GIVOT W34,גבעות אפ 34,גבעת.א34,Warrants,506,GIVO-W34.TA
1245000,LUM.P13,IL0012450008,IL0012450008,True,LEUMI P13,לאומי מסחרי 13,לאמ.נ13,Corporate Bonds,604,LUM-P13.TA
1245026,ALMA.B13,IL0012450263,IL0012450263,True,ALMOGIM B13,אלמוגים אגח יג,אלמג.ק13,Corporate Bonds,1553,ALMA-B13.TA
1245042,SNFL.B5,IL0012450420,IL0012450420,True,SUNFLOWER B5,סאנפלאואר אגח ה,סנפל.ק5,Corporate Bonds,1062,SNFL-B5.TA
1245067,SPRD.B8,IL0012450677,IL0012450677,True,SAPIR DEPO B8,ספיר פקדון אגחח,ספרפ.ק8,Corporate Bonds,2433,SPRD-B8.TA
1245091,LEOS.B1,IL0012450917,IL0012450917,True,SY LEONARDO B1,סי לאונרדו אגחא,לאוס.ק1,Corporate Bonds,2570,LEOS-B1.TA
1245125,IBII.B1,IL0012451253,IL0012451253,True,IBI INT B1,איביאי רב אגח א,אבאר.ק1,Corporate Bonds,2580,IBII-B1.TA
1245158,FOX.P1,IL0012451584,IL0012451584,True,FOX P1,פוקס מסחרי 1,פוקס.נ1,Corporate Bonds,1140,FOX-P1.TA
1245190,ARIN.W2,IL0012451907,IL0012451907,True,ARI REAL ES W2,ארי נדלן אפ 2,ארינ.א2,Warrants,366,ARIN-W2.TA
1245273,AVDP.B8,IL0012452731,IL0012452731,True,AVIAD DEPO B8,אביעד פקדוןאגחח,אבפק.ק8,Corporate Bonds,2446,AVDP-B8.TA
1245323,AMPA.P3,IL0012453234,IL0012453234,True,AMPA P3,אמפא מסחרי 3,אמפא.נ3,Corporate Bonds,2471,AMPA-P3.TA
1245356,NGVG.B1,IL0012453564,IL0012453564,True,NEGEV GR B1,נגב קב אגח א,נגבק.ק1,Corporate Bonds,211,NGVG-B1.TA
1245414,SMBR.B2,IL0012454141,IL0012454141,True,SHMUEL BR B2,שמואל בר אגח ב,שמבר.ק2,Corporate Bonds,2456,SMBR-B2.TA
1245851,AVSR,IL0012458514,IL0012458514,True,AVISROR,אביסרור,אביס,Shares,2573,AVSR.TA
1245869,AVSR.W1,IL0012458696,IL0012458696,True,AVISROR W1,אביסרור אפ 1,אביס.א1,Warrants,2573,AVSR-W1.TA
1245927,PRPD.B2,IL0012459272,IL0012459272,True,PROPDO B2,פרופדו אגח ב,פרפד.ק2,Corporate Bonds,2389,PRPD-B2.TA
1246057,RTEN.W10,IL0012460577,IL0012460577,True,ROTEM ENRG W10,רותם אנרג אפ 10,רתאנ.א10,Warrants,1693,RTEN-W10.TA
1246164,LUM.P14,IL0012461641,IL0012461641,True,LEUMI P14,לאומי מסחרי 14,לאמ.נ14,Corporate Bonds,604,LUM-P14.TA
1246214,OPCE.B5,IL0012462144,IL0012462144,True,OPC ENERGY B5,או.פי.סי אגח ה,אפסא.ק5,Corporate Bonds,1682,OPCE-B5.TA
126011,GCT,IL0001260111,IL0001260111,True,G CITY,ג'י סיטי,גיסי,Shares,126,GCT.TA
1260603,GCT.B12,IL0012606039,IL0012606039,True,G CITY B12,ג'י סיטי אגח יב,גיסי.ק12,Corporate Bonds,126,GCT-B12.TA
1260652,GCT.B13,IL0012606526,IL0012606526,True,G CITY B13,ג'י סיטי אגח יג,גיסי.ק13,Corporate Bonds,126,GCT-B13.TA
1260736,GCT.B14,IL0012607367,IL0012607367,True,G CITY B14,ג'י סיטי אגח יד,גיסי.ק14,Corporate Bonds,126,GCT-B14.TA
1260769,GCT.B15,IL0012607698,IL0012607698,True,G CITY B15,ג'י סיטי אגח טו,גיסי.ק15,Corporate Bonds,126,GCT-B15.TA
1260785,GCT.B16,IL0012607854,IL0012607854,True,G CITY B16,ג'י סיטי אגח טז,גיסי.ק16,Corporate Bonds,126,GCT-B16.TA
127019,MISH,IL0001270193,IL0001270193,True,MIVTACH SHAMIR,מבטח שמיר,מבשמ,Shares,127,MISH.TA
130013,ZNKL,IL0001300131,IL0001300131,True,ZANLAKOL,זנלכל,זנכל,Shares,130,ZNKL.TA
136010,LAHAV,IL0001360101,IL0001360101,True,LAHAV,להב,להב,Shares,136,LAHAV.TA
1380047,ARZM.B2,IL0013800474,IL0013800474,True,ARAZIM B2,ארזים אגח 2,ארזם.ק2,Corporate Bonds,138,ARZM-B2.TA
1380104,ARZM.B4,IL0013801043,IL0013801043,True,ARAZIM B4,ארזים אגח 4,ארזם.ק4,Corporate Bonds,138,ARZM-B4.TA
142018,TEDE,IL0001420186,IL0001420186,True,TEDEA,תדאה,תדאה,Shares,142,TEDE.TA
149013,GOLD,IL0001490130,IL0001490130,True,GOLD,גולד,גולד,Shares,149,GOLD.TA
150011,HRON,IL0001500110,IL0001500110,True,HIRON,חירון,חרון,Shares,150,HRON.TA
1550169,MNRV.B4,IL0015501690,IL0015501690,True,MINRAV B4,מנרב אגח ד,מנרב.ק4,Corporate Bonds,155,MNRV-B4.TA
161018,ONE,IL0001610182,IL0001610182,True,ONE TECHNOLOGI,וואן טכנולוגיות,וואן,Shares,161,ONE.TA
168013,NTO,IL0001680136,IL0001680136,True,NETO,נטו אחזקות,נטו,Shares,168,NTO.TA
169011,SOLT-M,IL0001690119,IL0001690119,True,SOLTERRA-M,סולטרה אנרגיה-ש,סולט-ש,Shares,169,SOLT-M.TA
174011,INTR,IL0001740112,IL0001740112,True,INTERGAMA,אינטרגאמא,אנטר,Shares,174,INTR.TA
175018,IBI,IL0001750186,IL0001750186,True,IBI INV HOUSE,איביאי בית השק,אבא,Shares,175,IBI.TA
180018,ANGL,IL0001800189,IL0001800189,True,ANGEL SALOMON,אנגל שלמה,אנגלש,Shares,180,ANGL.TA
1820083,ADGR,IL0018200837,IL0018200837,True,ADGAR INV.,אדגר,אדגר,Shares,182,ADGR.TA
1820208,ADGR.B10,IL0018202080,IL0018202080,True,ADGAR B10,אדגר אגח י,אדגר.ק10,Corporate Bonds,182,ADGR-B10.TA
1820281,ADGR.B11,IL0018202817,IL0018202817,True,ADGAR B11,אדגר אגח יא,אדגר.ק11,Corporate Bonds,182,ADGR-B11.TA
1820331,ADGR.B12,IL0018203310,IL0018203310,True,ADGAR B12,אדגר אגח יב,אדגר.ק12,Corporate Bonds,182,ADGR-B12.TA
199018,FRSX,IL0001990188,IL0001990188,True,FORESIGHT,פורסייט,פרסט,Shares,199,FRSX.TA
200014,LEOF,IL0002000144,IL0002000144,True,LEVINSKI OFER,לוינסקי עופר,ליעפ,Shares,200,LEOF.TA
2000206,LEOF.B4,IL0020002064,IL0020002064,True,LEVINSKI B4,לוינסקי אגח ד,ליעפ.ק4,Corporate Bonds,200,LEOF-B4.TA
208017,NAWI,IL0002080179,IL0002080179,True,NAWI,נאוי,נאוי,Shares,208,NAWI.TA
209015,AYAL,IL0002090152,IL0002090152,True,AYALON HOLD.,איילון,אילון,Shares,209,AYAL.TA
216010,TECT,IL0002160104,IL0002160104,True,TECTONA,טקטונה,טקטנ,Shares,216,TECT.TA
224014,CLIS,IL0002240146,IL0002240146,True,CLAL INSURANCE,כלל עסקי ביטוח,כללבט,Shares,224,CLIS.TA
226019,MVNE,IL0002260193,IL0002260193,True,MIVNE,מבנה,מבנה,Shares,226,MVNE.TA
2260438,MVNE.B16,IL0022604388,IL0022604388,True,MIVNE B16,מבנה אגח טז,מבנה.ק16,Corporate Bonds,226,MVNE-B16.TA
2260446,MVNE.B17,IL0022604461,IL0022604461,True,MIVNE B17,מבנה אגח יז,מבנה.ק17,Corporate Bonds,226,MVNE-B17.TA
2260487,MVNE.B19,IL0022604875,IL0022604875,True,MIVNE B19,מבנה אגח יט,מבנה.ק19,Corporate Bonds,226,MVNE-B19.TA
2260495,MVNE.B20,IL0022604958,IL0022604958,True,MIVNE B20,מבנה אגח כ,מבנה.ק20,Corporate Bonds,226,MVNE-B20.TA
2260545,MVNE.B23,IL0022605450,IL0022605450,True,MIVNE B23,מבנה אגח כג,מבנה.ק23,Corporate Bonds,226,MVNE-B23.TA
2260552,MVNE.B24,IL0022605526,IL0022605526,True,MIVNE B24,מבנה אגח כד,מבנה.ק24,Corporate Bonds,226,MVNE-B24.TA
2260636,MVNE.B25,IL0022606367,IL0022606367,True,MIVNE B25,מבנה אגח כה,מבנה.ק25,Corporate Bonds,226,MVNE-B25.TA
230011,BEZQ,IL0002300114,IL0002300114,True,BEZEQ,בזק,בזק,Shares,230,BEZQ.TA
2300234,BEZQ.B11,IL0023002343,IL0023002343,True,BEZEQ B11,בזק אגח 11,בזק.ק11,Corporate Bonds,230,BEZQ-B11.TA
2300242,BEZQ.B12,IL0023002426,IL0023002426,True,BEZEQ B12,בזק אגח 12,בזק.ק12,Corporate Bonds,230,BEZQ-B12.TA
2300309,BEZQ.B13,IL0023003093,IL0023003093,True,BEZEQ B13,בזק אגח 13,בזק.ק13,Corporate Bonds,230,BEZQ-B13.TA
2300317,BEZQ.B14,IL0023003176,IL0023003176,True,BEZEQ B14,בזק אגח 14,בזק.ק14,Corporate Bonds,230,BEZQ-B14.TA
2310183,MZIS.B42,IL0023101830,IL0023101830,True,MIZ TF ISSU B42,מז טפ הנפק 42,מזהנ.ק42,Corporate Bonds,231,MZIS-B42.TA
2310225,MZIS.B46,IL0023102259,IL0023102259,True,MIZ TF ISSU B46,מז טפ הנפק 46,מזהנ.ק46,Corporate Bonds,231,MZIS-B46.TA
